pr_number,url,title,state,merged,author,created_at,merged_at,labels,files_changed,additions,deletions,changed_files_sample,score,needs_docs,confidence,signals
2161,https://github.com/NVIDIA/infra-controller/pull/2161,fix: Auto-restart DPU when site explorer hits missing HostPrivilegeLevel,closed,True,kdhulipala-wq,2026-06-03T17:17:33Z,2026-06-05T19:51:20Z,,12,149,5,crates/api-core/src/tests/common/api_fixtures/dpu.rs|crates/api-core/src/tests/common/api_fixtures/managed_host.rs|crates/api-core/src/tests/common/endpoint.rs|crates/api-core/src/tests/host_bmc_firmware_test.rs|crates/api-core/src/tests/site_explorer.rs|crates/api-model/src/site_explorer/mod.rs|crates/bmc-explorer/src/lib.rs|crates/machine-controller/src/handler.rs,7,yes,medium,high-signal-path|strong-keywords:5|weak-keywords:1|negative-keywords:1
2167,https://github.com/NVIDIA/infra-controller/pull/2167,feat(nico-ntp): add chrony NTP helm subchart,closed,True,shayan1995,2026-06-03T18:24:07Z,2026-06-03T22:23:16Z,,16,748,125,helm-prereqs/README.md|helm-prereqs/values/nico-core.yaml|helm/Chart.yaml|helm/README.md|helm/charts/nico-dhcp/templates/_helpers.tpl|helm/charts/nico-dhcp/templates/configmap.yaml|helm/charts/nico-dhcp/values.yaml|helm/charts/nico-dns/templates/external-service.yaml,7,yes,medium,high-signal-path|ops/config-path|config-or-schema-file|non-doc-markdown-only-hint|strong-keywords:6|weak-keywords:1|negative-keywords:3
2189,https://github.com/NVIDIA/infra-controller/pull/2189,chore(rest-api): Use Labels.ToProto() in entity ToProto methods,closed,True,chet,2026-06-04T07:10:43Z,2026-06-04T14:50:58Z,,5,5,37,rest-api/db/pkg/db/model/expectedmachine.go|rest-api/db/pkg/db/model/expectedpowershelf.go|rest-api/db/pkg/db/model/expectedrack.go|rest-api/db/pkg/db/model/expectedswitch.go|rest-api/db/pkg/db/model/vpc.go,7,yes,medium,high-signal-path|ops/config-path|strong-keywords:7|weak-keywords:1|negative-keywords:3
2197,https://github.com/NVIDIA/infra-controller/pull/2197,feat: mandatory bmc reset in preingestion,closed,True,krish-nvidia,2026-06-04T16:23:59Z,2026-06-08T15:25:09Z,,5,249,50,crates/api-core/src/tests/host_bmc_firmware_test.rs|crates/api-db/src/explored_endpoints.rs|crates/api-model/src/site_explorer/mod.rs|crates/api-test-helper/src/api_server.rs|crates/preingestion-manager/src/lib.rs,7,yes,medium,high-signal-path|strong-keywords:7|weak-keywords:1|negative-keywords:1
2204,https://github.com/NVIDIA/infra-controller/pull/2204,chore(rest-api): Move entity equality checks onto the entities themselves,closed,True,chet,2026-06-04T18:27:39Z,2026-06-04T19:40:17Z,,10,173,42,rest-api/api/pkg/api/handler/instancetype.go|rest-api/db/pkg/db/model/machinecapability.go|rest-api/db/pkg/db/model/machinecapability_test.go|rest-api/db/pkg/db/model/networksecuritygroup.go|rest-api/db/pkg/db/model/networksecuritygroup_test.go|rest-api/workflow/pkg/activity/instance/instance.go|rest-api/workflow/pkg/activity/instancetype/instancetype.go|rest-api/workflow/pkg/activity/machine/machine.go,7,yes,medium,high-signal-path|ops/config-path|strong-keywords:7|weak-keywords:1|negative-keywords:3
2229,https://github.com/NVIDIA/infra-controller/pull/2229,ci: Add CI jobs to detect proto/OpenAPI breaking changes,closed,True,thossain-nv,2026-06-05T00:57:55Z,2026-06-09T22:20:49Z,,4,63,0,.github/workflows/ci.yaml|.github/workflows/rest-lint-and-test.yml|Makefile|crates/rpc/proto/buf.yaml,7,yes,medium,high-signal-path|config-or-schema-file|strong-keywords:4|weak-keywords:1|negative-keywords:2
2251,https://github.com/NVIDIA/infra-controller/pull/2251,Validate that the ARM64 binaries are 64KB page size compatible,closed,True,stoo-davies,2026-06-05T17:42:38Z,2026-06-08T18:23:28Z,,4,250,13,Makefile-package.toml|Makefile.toml|bluefield/Makefile.toml|scripts/check-aarch64-pagesize.sh,7,yes,medium,ops/config-path|config-or-schema-file|strong-keywords:8|weak-keywords:1|negative-keywords:1
2260,https://github.com/NVIDIA/infra-controller/pull/2260,fix(preingestion): make BMC time-sync failures recoverable,closed,True,wminckler,2026-06-05T19:11:45Z,2026-06-10T15:32:33Z,,7,291,10,crates/api-core/src/handlers/site_explorer.rs|crates/api-core/src/tests/host_bmc_firmware_test.rs|crates/api-core/src/tests/site_explorer.rs|crates/api-db/src/explored_endpoints.rs|crates/api-model/src/site_explorer/mod.rs|crates/preingestion-manager/src/lib.rs|crates/redfish/src/libredfish/test_support.rs,7,yes,medium,high-signal-path|strong-keywords:7|weak-keywords:1|negative-keywords:1
2280,https://github.com/NVIDIA/infra-controller/pull/2280,fix: admin cli: display Associated Switch in ew show,closed,True,sydneyl-nvidia,2026-06-06T00:43:40Z,2026-06-08T16:39:56Z,,1,37,40,crates/admin-cli/src/expected_switch/show/cmd.rs,7,yes,medium,high-signal-path|strong-keywords:6|weak-keywords:1|negative-keywords:1
2301,https://github.com/NVIDIA/infra-controller/pull/2301,"fix: correct several incorrect error messages (DPU reprovision, DPA)",closed,True,jamie-yu0,2026-06-08T17:00:52Z,2026-06-08T22:08:32Z,,3,6,6,crates/admin-cli/src/dpu/reprovision/cmd.rs|crates/api-core/src/handlers/dpu.rs|crates/api-db/src/dpa_interface.rs,7,yes,medium,high-signal-path|strong-keywords:6|weak-keywords:1|negative-keywords:1
2302,https://github.com/NVIDIA/infra-controller/pull/2302,fix(admin-cli): remove obsolete help text advising to restart Kea,closed,True,lauragra-y,2026-06-08T17:47:37Z,2026-06-10T09:40:53Z,,2,3,13,crates/admin-cli/src/machine/force_delete/args.rs|crates/admin-cli/src/machine_interfaces/delete/args.rs,7,yes,medium,high-signal-path|strong-keywords:6|weak-keywords:1|negative-keywords:1
2311,https://github.com/NVIDIA/infra-controller/pull/2311,"feat: store every NIC interface ID, not just DPU interface IDs",closed,True,chet,2026-06-08T18:57:47Z,2026-06-09T00:06:59Z,,4,212,25,crates/api-core/src/tests/site_explorer.rs|crates/api-model/src/machine_boot_interface.rs|crates/api-model/src/site_explorer/mod.rs|crates/site-explorer/src/lib.rs,7,yes,medium,high-signal-path|strong-keywords:6|weak-keywords:1|negative-keywords:1
2322,https://github.com/NVIDIA/infra-controller/pull/2322,feat: add support to ingest delta powershelves,closed,True,spydaNVIDIA,2026-06-09T04:35:46Z,2026-06-10T00:07:42Z,,4,36,16,crates/admin-cli/src/redfish/cmds.rs|crates/api-model/src/site_explorer/mod.rs|crates/site-explorer/src/bmc_endpoint_explorer.rs|crates/site-explorer/src/redfish.rs,7,yes,medium,high-signal-path|strong-keywords:7|weak-keywords:1|negative-keywords:1
2323,https://github.com/NVIDIA/infra-controller/pull/2323,fix: DPU Extension Service status only include used DPUs,closed,True,hanyux-nv,2026-06-09T04:54:27Z,2026-06-10T18:16:10Z,,9,200,47,crates/api-core/src/tests/dpu_reprovisioning.rs|crates/api-core/src/tests/host_bmc_firmware_test.rs|crates/api-model/src/instance/config/network.rs|crates/api-model/src/instance/status/extension_service.rs|crates/api-model/src/machine/mod.rs|crates/machine-controller/src/handler.rs|crates/rpc/src/model/instance/snapshot.rs|crates/rpc/src/model/instance/status.rs,7,yes,medium,high-signal-path|strong-keywords:8|weak-keywords:1|negative-keywords:1
2329,https://github.com/NVIDIA/infra-controller/pull/2329,admin-cli: implement machine hardware-info show,closed,True,tmcroberts97,2026-06-09T12:57:36Z,2026-06-10T09:57:56Z,,2,32,9,crates/admin-cli/src/machine/hardware_info/cmd.rs|crates/admin-cli/src/machine/hardware_info/mod.rs,7,yes,medium,high-signal-path|strong-keywords:7|weak-keywords:1|negative-keywords:1
2341,https://github.com/NVIDIA/infra-controller/pull/2341,fix(api): Make instances with host-inband config ready immediately,closed,True,bcavnvidia,2026-06-09T18:52:52Z,2026-06-11T19:44:44Z,,3,110,3,crates/api-core/src/tests/instance_allocate.rs|crates/rpc/src/model/instance/status.rs|crates/rpc/src/model/instance/status/tenant.rs,7,yes,medium,high-signal-path|strong-keywords:8|weak-keywords:1|negative-keywords:1
2348,https://github.com/NVIDIA/infra-controller/pull/2348,test(core-api): Move code that need to be shared from fixtures ,closed,True,poroh,2026-06-09T23:16:08Z,2026-06-10T18:42:18Z,,38,501,373,crates/api-core/Cargo.toml|crates/api-core/src/test_support/fixture_config.rs|crates/api-core/src/test_support/ib_guid_pool.rs|crates/api-core/src/test_support/mac_address_pool.rs|crates/api-core/src/test_support/mod.rs|crates/api-core/src/tests/client_resolution.rs|crates/api-core/src/tests/common/api_fixtures/dpu.rs|crates/api-core/src/tests/common/api_fixtures/host.rs,7,yes,medium,high-signal-path|config-or-schema-file|strong-keywords:7|weak-keywords:1|negative-keywords:2
2353,https://github.com/NVIDIA/infra-controller/pull/2353,fix: Align nicocli command names and prompts with the API,closed,True,kfelternv,2026-06-10T03:44:35Z,2026-06-11T22:07:36Z,,4,265,59,rest-api/cli/pkg/commands.go|rest-api/cli/pkg/commands_test.go|rest-api/cli/tui/commands.go|rest-api/cli/tui/commands_test.go,7,yes,medium,high-signal-path|ops/config-path|strong-keywords:2
2366,https://github.com/NVIDIA/infra-controller/pull/2366,fix: correctly type BmcInfo IP addresses as IpAddr,closed,True,chet,2026-06-10T18:22:48Z,2026-06-10T20:31:00Z,,21,96,115,crates/api-core/src/handlers/bmc_endpoint_explorer.rs|crates/api-core/src/handlers/component_manager.rs|crates/api-core/src/handlers/instance.rs|crates/api-core/src/handlers/machine.rs|crates/api-core/src/handlers/machine_interface.rs|crates/api-core/src/handlers/managed_host.rs|crates/api-core/src/tests/dns.rs|crates/api-core/src/tests/machine_bmc_metadata.rs,7,yes,medium,high-signal-path|strong-keywords:7|weak-keywords:1|negative-keywords:1
2367,https://github.com/NVIDIA/infra-controller/pull/2367,feat(site-explorer): power cycle [not just Dell] to apply a queued NIC mode change,closed,True,chet,2026-06-10T18:25:37Z,2026-06-10T20:30:08Z,,4,127,19,crates/api-core/src/test_support/fixture_config.rs|crates/api-core/src/tests/site_explorer.rs|crates/api-model/src/test_support/managed_host.rs|crates/site-explorer/src/lib.rs,7,yes,medium,high-signal-path|strong-keywords:6|weak-keywords:1|negative-keywords:1
2369,https://github.com/NVIDIA/infra-controller/pull/2369,fix: correctly type the ExpectedHostNic.fixed_ip as IpAddr,closed,True,chet,2026-06-10T18:35:34Z,2026-06-10T20:30:31Z,,7,118,43,crates/api-core/src/dhcp/discover.rs|crates/api-core/src/handlers/expected_machine.rs|crates/api-core/src/tests/expected_machine.rs|crates/api-model/src/expected_machine.rs|crates/rpc/src/model/expected_machine.rs|crates/site-explorer/src/lib.rs|crates/site-explorer/tests/reconcile.rs,7,yes,medium,high-signal-path|strong-keywords:7|weak-keywords:1|negative-keywords:1
2371,https://github.com/NVIDIA/infra-controller/pull/2371,fix: IpAddr typing on configured network prefixes and gateways,closed,True,chet,2026-06-10T18:39:03Z,2026-06-10T20:30:18Z,,5,24,24,crates/api-core/src/cfg/file.rs|crates/api-core/src/setup.rs|crates/api-core/src/tests/network_segment.rs|crates/api-db/src/network_segment.rs|crates/api-model/src/network_segment/mod.rs,7,yes,medium,high-signal-path|strong-keywords:7|weak-keywords:1|negative-keywords:1
2378,https://github.com/NVIDIA/infra-controller/pull/2378,fix: reject malformed expected host NIC MACs,closed,True,chet,2026-06-10T19:52:57Z,2026-06-10T20:59:56Z,,1,46,6,crates/rpc/src/model/expected_machine.rs,7,yes,medium,high-signal-path|strong-keywords:7|weak-keywords:1|negative-keywords:1
2379,https://github.com/NVIDIA/infra-controller/pull/2379,"docs(rest-api): Add missing attribute descriptions in OpenAPI schema, fix all lint errors",closed,True,thossain-nv,2026-06-10T19:53:19Z,2026-06-11T18:04:26Z,,291,7337,2504,rest-api/api/pkg/api/handler/instancetype.go|rest-api/api/pkg/api/handler/stats.go|rest-api/api/pkg/api/handler/stats_test.go|rest-api/api/pkg/api/handler/subnet_test.go|rest-api/api/pkg/api/handler/util/common/common.go|rest-api/api/pkg/api/handler/util/common/common_test.go|rest-api/api/pkg/api/model/allocationconstraint.go|rest-api/api/pkg/api/model/deprecation.go,7,yes,medium,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:3|weak-keywords:1|negative-keywords:3
2448,https://github.com/NVIDIA/infra-controller/pull/2448,feat: preserve MachineBootInterface information across machine/interface deletion,closed,True,chet,2026-06-11T01:01:49Z,2026-06-11T18:53:19Z,,44,1264,76,crates/api-core/src/cfg/README.md|crates/api-core/src/cfg/file.rs|crates/api-core/src/dhcp/discover.rs|crates/api-core/src/handlers/expected_machine.rs|crates/api-core/src/handlers/expected_power_shelf.rs|crates/api-core/src/handlers/expected_switch.rs|crates/api-core/src/handlers/machine.rs|crates/api-core/src/handlers/machine_discovery.rs,7,yes,medium,high-signal-path|config-or-schema-file|non-doc-markdown-only-hint|strong-keywords:8|weak-keywords:1|negative-keywords:1
2451,https://github.com/NVIDIA/infra-controller/pull/2451,fix: IpAddr-typed explored endpoint addresses for linked expected components,closed,True,chet,2026-06-11T05:28:23Z,2026-06-11T21:22:41Z,,10,57,11,crates/api-core/src/tests/expected_switch.rs|crates/api-db/src/expected_machine.rs|crates/api-db/src/expected_power_shelf.rs|crates/api-db/src/expected_switch.rs|crates/api-model/src/expected_machine.rs|crates/api-model/src/expected_power_shelf.rs|crates/api-model/src/expected_switch.rs|crates/rpc/src/model/expected_machine.rs,7,yes,medium,high-signal-path|strong-keywords:8|weak-keywords:1|negative-keywords:1
2452,https://github.com/NVIDIA/infra-controller/pull/2452,fix: strongly type LLDP management addresses as IpAddr,closed,True,chet,2026-06-11T05:48:11Z,2026-06-11T18:05:04Z,,3,65,6,crates/api-model/src/hardware_info.rs|crates/host-support/src/hardware_enumeration/dpu.rs|crates/rpc/src/model/hardware_info.rs,7,yes,medium,high-signal-path|strong-keywords:7|weak-keywords:1|negative-keywords:1
2455,https://github.com/NVIDIA/infra-controller/pull/2455,fix(agent): strongly type NVUE config addresses as IpAddr (one case of Ipv4Addr),closed,True,chet,2026-06-11T06:01:07Z,2026-06-11T14:46:38Z,,6,66,42,crates/agent/src/command_line.rs|crates/agent/src/ethernet_virtualization.rs|crates/agent/src/lib.rs|crates/agent/src/nvue.rs|crates/agent/src/tests/full.rs|crates/agent/src/traffic_intercept_bridging.rs,7,yes,medium,high-signal-path|strong-keywords:9|weak-keywords:1|negative-keywords:1
2476,https://github.com/NVIDIA/infra-controller/pull/2476,Dev env arm64 support,closed,True,kbakanov-dev,2026-06-11T17:50:11Z,2026-06-12T04:36:19Z,,7,21,8,Makefile-package.toml|bluefield/Makefile.toml|dev/deployment/localdev/Dockerfile.dhcp.localdev|dev/deployment/localdev/Dockerfile.dhcp.localdev.minikube|dev/docker/Dockerfile.build-artifacts-container-cross-aarch64|pxe/Makefile.toml|skaffold.yml,7,yes,medium,ops/config-path|config-or-schema-file|strong-keywords:6|weak-keywords:1|negative-keywords:1
2482,https://github.com/NVIDIA/infra-controller/pull/2482,ci: Enable Flow module tests,closed,True,kunzhao-nv,2026-06-11T19:18:51Z,2026-06-11T20:13:30Z,,6,36,3,.github/workflows/rest-lint-and-test.yml|rest-api/Makefile|rest-api/flow/internal/task/componentmanager/compute/nico/nico.go|rest-api/flow/internal/task/componentmanager/compute/nicolegacy/nicolegacy.go|rest-api/flow/internal/task/componentmanager/nvswitch/nico/nico.go|rest-api/flow/internal/task/componentmanager/powershelf/nico/nico.go,7,yes,medium,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:8|weak-keywords:1|negative-keywords:4
2499,https://github.com/NVIDIA/infra-controller/pull/2499,test(admin-cli): fold command tests onto carbide-test-support,closed,True,chet,2026-06-12T06:11:33Z,2026-06-12T07:37:40Z,,60,6215,5243,Cargo.lock|crates/admin-cli/Cargo.toml|crates/admin-cli/src/bmc_machine/tests.rs|crates/admin-cli/src/boot_override/tests.rs|crates/admin-cli/src/component_manager/update_firmware/args.rs|crates/admin-cli/src/credential/tests.rs|crates/admin-cli/src/devenv/tests.rs|crates/admin-cli/src/domain/tests.rs,7,yes,medium,high-signal-path|config-or-schema-file|strong-keywords:8|weak-keywords:1|negative-keywords:2
2501,https://github.com/NVIDIA/infra-controller/pull/2501,feat: more consistently resolve the machine boot interface,closed,True,chet,2026-06-12T06:44:59Z,2026-06-12T15:40:11Z,,9,549,35,crates/api-core/src/handlers/bmc_endpoint_explorer.rs|crates/api-core/src/tests/boot_interface_resolution.rs|crates/api-core/src/tests/machine_setup.rs|crates/api-core/src/tests/mod.rs|crates/api-model/src/machine/mod.rs|crates/api-web/src/explored_endpoint.rs|crates/api-web/templates/explored_endpoint_detail.html|crates/redfish/src/boot_interface.rs,7,yes,medium,high-signal-path|strong-keywords:8|weak-keywords:1|negative-keywords:1
2503,https://github.com/NVIDIA/infra-controller/pull/2503,test(rpc): fold conversion tests onto carbide-test-support,closed,True,chet,2026-06-12T07:54:00Z,2026-06-12T14:06:53Z,,18,2101,1993,Cargo.lock|crates/rpc/Cargo.toml|crates/rpc/src/forge_tls_client.rs|crates/rpc/src/libmlx.rs|crates/rpc/src/model/expected_machine.rs|crates/rpc/src/model/instance/config/network.rs|crates/rpc/src/model/instance/status/tenant.rs|crates/rpc/src/model/instance_type.rs,7,yes,medium,high-signal-path|config-or-schema-file|strong-keywords:8|weak-keywords:1|negative-keywords:2
2504,https://github.com/NVIDIA/infra-controller/pull/2504,Limit the number of resets after firmware upgrade to avoid endless loops,closed,True,rahmonov,2026-06-12T08:53:38Z,2026-06-12T14:46:05Z,,3,153,19,crates/api-core/src/tests/host_bmc_firmware_test.rs|crates/api-model/src/machine/mod.rs|crates/machine-controller/src/handler.rs,7,yes,medium,high-signal-path|strong-keywords:5|weak-keywords:1|negative-keywords:1
2511,https://github.com/NVIDIA/infra-controller/pull/2511,"fix(api,state-controller): Add cloud-init and state-machine fix for link-type flip",closed,True,bcavnvidia,2026-06-12T15:01:43Z,2026-06-16T19:12:59Z,,7,1402,214,crates/api-core/src/tests/dpu_reprovisioning.rs|crates/api-model/src/machine/mod.rs|crates/api/files/bf.cfg|crates/machine-controller/src/handler.rs|crates/machine-controller/src/handler/helpers.rs|crates/redfish/src/libredfish/test_support.rs|pxe/templates/user-data,7,yes,medium,high-signal-path|strong-keywords:9|weak-keywords:1|negative-keywords:1
2514,https://github.com/NVIDIA/infra-controller/pull/2514,fix(admin-cli): work with API servers that predate renamed health RPCs,closed,True,chet,2026-06-12T15:30:27Z,2026-06-12T22:09:06Z,,1,55,5,crates/admin-cli/src/rpc.rs,7,yes,medium,high-signal-path|strong-keywords:9|weak-keywords:1|negative-keywords:1
2525,https://github.com/NVIDIA/infra-controller/pull/2525,fix(rest-api): Match available Machines for InstanceType against incoming InfiniBand Interface request,closed,True,hwadekar-nv,2026-06-12T18:29:02Z,2026-07-01T01:45:04Z,,6,358,9,rest-api/api/pkg/api/handler/instance.go|rest-api/api/pkg/api/handler/instance_test.go|rest-api/api/pkg/api/handler/util/common/common.go|rest-api/api/pkg/api/handler/util/common/common_test.go|rest-api/api/pkg/api/model/instance.go|rest-api/api/pkg/api/model/instance_test.go,7,yes,medium,high-signal-path|ops/config-path|strong-keywords:2|weak-keywords:1|negative-keywords:1
